epoch,train_loss,ce,physics,temporal,sparsity_pen,val_accuracy,val_f1,val_sparsity,nan_batches_skipped
1,2.379748517420234,2.1566116911609,0.032444177888242935,1.990554594957247,0.3194065006767831,0.49539170506912444,0.06625577767609764,0.6878002392394202,0
